userName,score,at,content
Fennika Ayu Lestari,4,2022-09-08 13:30:25,Akhirnyq instqll ulqng bbrp kali. Akhirnya mau balik normal lagi. Terima kasih sdh di jwb via email dr pihak apps. Sementara aku ksh bintang 4 dulu. Semoga lancar2 dan balik normal smp strsnya
Kurnias,1,2022-09-08 13:09:38,"Untuk sekarang apk nya udah rusak banget susah buat isi data sertifikasi vaksin , kenapa ya ? Udah jelek bangett bukannya membantu malah mempersulit. Dulu pertama pake GK kayak gini, sekarang jadi serumit ini pake alesan komputer nya sedang apalah apalah ribet bangett, udah seminggu kayak gitu GK ada kemajuan bangett . Saya harap percepat perbaikannya karna saya butuh download sertifikat vaksin 3 , tolong jangan mempersulit, sekarang ini kita juga udah dipersulit sama kenaikan BBM dan sembako ."
andri davinci,1,2022-09-08 12:26:25,"Minta update, setelah di update ke logout & gk bisa log in dengan nomor hp & email yg sudah terdaftar sebelumnya. Terpaksa coba daftar ulang, saat minta kode verifikasi gk masuk sama sekali, baik lewat WhatsApp atao SMS. Tq"
Fitriadi Noor,5,2022-09-08 11:18:20,Sangat membantu saya dan seluruh keluarga saya ....khususnya dalam memproteksi seluruh keluarga kami dalam perjalanan maupun keamanan kami di manapun kami berada...!!! Terima kasih untuk seluruh crew aplikasi pedulilindungi!!!
Tuty Pujilestari,3,2022-09-08 10:51:43,"Sertifikat booster saya kok blm ada juga di peduli lindungi, saya udah booster dari tgl 12 Agustus sampai hari ini tgl 8 September kenapa sertifikatnya blm ada???"
Munni Fajriah binti ali razak,1,2022-09-08 10:18:26,"sertifikat saya yg harusnya belum DO ,pada sistem di katakan DO , alhasil vaksin saya yg ke 3 tdk bisa di entry ,pdhal dalam wkt dekat ada keperluan ,tiap hari sdh melakukan laporan tapi sdh beberapa bulan blm ada tindakan perbaikan,sy merasa sangat di rugikan karena persyaratan wajib memiliki sertifikat vaksin covid ini ,"
Julius Undercover,5,2022-09-08 09:14:22,Bagus banget aplikasi nya rutin minta update kalau mau buka aplikasinya eeeh setelah di update malah kembali ke menu semula di buka lagi kagak bisa harus lewat PlayStore baru bisa buka hebat nih team nya bisa bikin orang cepet stres pertahankan ya
Fauzi Ahmad,1,2022-09-08 08:36:11,Minta update Mulu..sekarang malah ga bisa masuk ke aplikasi..sering eror cing.. Tolong diperbaiki.. Ribet mau masuk mall pake beginian.. Klo eror gak bisa masuk.. Soalnya saya kirim barang ke mall..
Cerita Indisto,1,2022-09-08 07:01:34,"Mau cek sertifikat aja ga bisa, chat ke whatsapp resmi diarahkan ke website. Trus apa fungsinya ada aplikasi 😂"
fanny thea,1,2022-09-08 07:00:34,Nomer nik sama nama lengkap udah sesuai KTP pas di pencet daptar ga bisa masuk ada tulisan (Masukan no nik dan nama lengkap sesuai ktp) kaya gitu terus ga jelas nih apk padahal nik sama nama udah sesuai ktp
Lena ZaiLeen,1,2022-09-08 01:33:44,"Selalu gagal saat check ini dengan keterangan belum melakukan vaksin booster. Begitu juga ketika masih vaksin kedua sebelumnya warnanya tidak berubah ke hijau dengan keterangan masih vaksin 1. Padahal jelas di aplikasinya sendiri sertifikat vaksinnya sudah ada 3. Aplikasi sdh diupdate bahkan uninstall dan reinstall tetap aja gagal. Jelek banget sih, menyusahkan"
Zaira Bastian,1,2022-09-08 00:38:16,Aplikasi cacat.. Bisa ga sih pemerintah tuh bikin aplikasi yg mudah dan cerdas... Susah banget ngisi tanggal lahir.. Bikin sakit jiwa aja ngisinya ga bs manual.. Harus mundurin stiap bulan nya bikin kesal....
Muhammad isbad Isbad,1,2022-09-07 22:38:02,"Aplikasi yang sangat sangat tidak berguna setiap kali masuk keluar sendiri dri aplikasi Sampek berkali² masuk tepat saja keluar tetap saja keluar sendiri, Sampek kesel😡"
Nul Nul,1,2022-09-07 16:20:55,"ini aplikasi bisa di pakek ngk tolong lah saya mau claim sertifikat faksin ke 3 saya smpi skrang gk bisa ,capca salah lah apa lah tolong lah saya mau pergi kluar negri bisa gagal gara gara aplikasi ini"
Stevi Rosalia,2,2022-09-07 10:35:21,"Saya udah update ke versi baru Malah ga bisa log in Minta akses GPS udah di open, tp ga kluar dari menu minta akses GPS Eror trus Sekarang minta update terus, setiap sebulan ato 2 bulan lgsg minta update,, aplikasi ga terlalu efek juga"
Felix Bong,3,2022-09-07 07:37:17,"Aplikasi tak bs diklik, sekali diklik keluar dr menu, trus diuninstal. Instal masuk lg jg tak bs instal"
Pedro Yehezkiel,5,2022-09-07 05:10:12,"Aplikasinya sudah bagus ya, tetapi tolong tambahkan tema gelap(hitam) untuk semua smartphone. baik yang lawas maupun yang baru dan, juga tolong perbaiki bug-bug nya juga tambahkan fitur yg mempermudah masyarakat, juga dukungan sampai android 4.4.0 terimakasih."
Zaa DRy,1,2022-09-07 03:40:38,"Aplikasi gk guna, buka sertifikasi aja kga bsa. Hp sya pdhal tingkat bgus, wifi bgus buka aja gk muncul2. Di butuhin susah dh gtu kdang gk bsa ngebuka aplkasi ny, gk jelas. Tolong perbaiki, ini apk sngt dibbutuhkan buat kmn2 mlah error"
RAHMAT “abah” -,1,2022-09-07 03:05:27,"Aplikasi merugikan rakyat, HAM kita di rampas sama aplikasi ini, vaksin 1, 2 gotong royong saat sudah vaksin booster gratis ga bisa keluar sertifikatnya kemana mana ga bisa gara gara aplikasi ini"
anggi fajar,1,2022-09-07 00:10:45,"Aplikasinya jelek banget, susah untuk di buka tambahin dong server biar bisa di akses oleh 5 juta WNI"
MPA dji,1,2022-09-06 18:29:20,"Udh nyedot batre dan notif nempel trs, sekalinya ada progam vaksin di daerah sekitar ga ada info apa² dong... Pkknya yg muncul trs²an cm restart hp anda jika notif ini menghilang... Ini skrng mau login ga bs, cm mentok di persyaratan dan kebijakan priv... Mana belom booster tapi sudah ada sertifikat nya..."
Risfi 22,1,2022-09-06 15:23:09,"Aplikasi tidak bisa login ,sangat lambat dan sangat menyulitkan.. sangat menyesal"
Ipan Nopian,1,2022-09-06 14:34:57,"Install dihari minggu dan langsung dibuka bisa, sorenya sampe sekarang udah 4 hari nge close sendiri terus. Aplikasi macam apa ini, memory masih sangat sangat banyaak padahal. Apa ya ini aplikasi ko gituu, aneh"
Chairul Syahri,4,2022-09-06 14:23:25,"Kasih bintang segini dulu, soalnya kalo mau di gunakan sering keluar sendiri. Itu terjadi semenjak naik versi. Jadi harus di hapus data dahalu baru bisa digunain, begitu seterusnya."
Bapak Sipon,1,2022-09-06 12:34:59,untuk mendaftar saja rumit tulis tanggal harus mencari kalender yg terlalu banyak halamannya...mengapa tidak dirancang yg simpel....Admin..
M.Rahmatulloh.S,5,2022-09-06 11:30:12,"Akhirnya pada update versi ini bug ""always force closed"" di android 12 teratasi. Nice!"
Danendra Abyantara,1,2022-09-06 09:43:50,"Kenapa kok setelah saya pakai 1 tahun, aplikasi ini mulai minggu kemarin tiba2 kok keluar sendiri dan gak bisa buka, tolong diperbaiki lagi aplikasinya supaya saya bisa scan lagi"
Mikaja Family,5,2022-09-06 09:25:31,"Aplikasi bagus dan membantu banget. CS nya ramah banget dan fast respon 🥰. Semoga data aplikasi ini tidak ada kebocoran seperti yang baru² ada terjadi PLN, Indihome, dan lain²."
Gunawan Putra,5,2022-09-06 09:15:27,Mntap Setelah Pembaruan Ini Aplikasi Dapat Di buka Kembali Dengan Normal Dan Tidak Langsung Keluar Seperti sebelumnya yang setelah selesai login Apk tidak dapat di buka
Muhsin Z. Abdullah,1,2022-09-06 05:39:56,"saya setiap hari harus check in. tapi apk cuma sekali pake langsung error, harus instal ulang. masa tiap hari instal ulang, nunggu kode, mohon segera diperbaiki, kadang hp saya gabisa instal krn memori penuh, udah gak ada yg bisa dihapus lagi"
Monika Claudia,2,2022-09-05 23:46:01,"Saya udah vaksin booster tp ga muncul di aplikasinya saat saya pake NIK pertama saya. Saya smepet ganti NIK, dan ngurus ke aplikasi udh beberapa hari lebih ga ada kabar dan saya ga bisa masuk sekolah karena masih kuning! Vaksin 3 ga ada di aplikasi!"
Ade Krisna Damayanti,1,2022-09-05 04:08:49,"Baru donlod, melengkapi data, dh selesai, pas keluar trs masuk lagi.. ehh tiba² aplikasinya keluar sendiri (gak bisa dibuka).."
Maya Natsume,1,2022-09-05 01:36:12,tidak bisa di buka aplikasi nya saat di buka keluar sendiri saya kira cuma saya ternyata banyak teman teman yang sama .... dan harus download ulang baru bisa itupun waktu pertama di buka ... setelah nya erorrr ... menghambat pekerjaan dan mobilitas...
Albert Setiawan,1,2022-09-04 21:04:50,"Pada saat selesai di download & digunakan bisa. Tetapi ketika sudah ditutup aplikasinya dan mau dibuka lagi, aplikasi tidak mau merespon. Berbagai cara saya coba, tetap tidak bisa dibuka kembali aplikasinya. Berlaku sampai seterusnya"
Wahyu Anisa,1,2022-09-04 18:14:54,"Aplikasinya selalu berulah, di klik aplikasinya ngak masuk"" Kembali ke menu lg Jdi susah untuk scan barcode, uninstall dlu baru bisa, itu pun tiap scan selalu di uninstall, iya klo tiap hati punya internet klo ngak gimana? Jangan mempersulit manusia bisa ngak sih"
Santika La-tahzan98,5,2022-09-04 11:31:14,"Sangat membantu,dalam perjalanan hanya saja kadang suka berhenti dan tidak bisa dibuka sehingga harus dowload ulang lagi.mohon diperbaiki demi kelancaran semua."
Faris Putra,1,2022-09-04 10:52:00,Bangssat buat aplikasi saja masih cacat kebelet onlen jadi begini. It devloper nya masuk nya pake orang dalam ga becus kerjanya. Aplikasi saya selalu berhenti tidak jelas dan keluar. Pecat saja it devloper nya.
Yoetom Yoetomo,4,2022-09-04 10:00:09,"Mau buka aplikasi stuck di halaman depan berulang kali restart tetep tidak bisa, stelah di install lagi sertificate vaksin hilang semua mohon di bantu...terima kasih"
Sofia 89,1,2022-09-04 09:22:41,Tiba² ga bs kebuka sdh di uninstal trus di instal lg tp msh ga bs di buka...lg hrs nya da ga perlu lg app nya Toh di luar negri pun msk pusat belanja n kmn mana da ga pk indo aja msh...tp bloon app nya
M Rafi Priyo,1,2022-09-04 05:00:22,"Asli nih apk penting buat kemana² tp suka bermasalah, Gmn sih ????Saya udh Antigen tp di Akun Pedulilindungi saya ga ada!!!!Tolong lahhh perbaikan apknya, bermasalah mulu jd ribetttt woyyy"
Laura Stephanie Handayani Laura Inchiger,5,2022-09-03 23:52:16,Knp gak bisa di unduh. Pdhl di bilang berhasil tp sesudah di cek ternyata gak ada di Galeri HP. Jadi masuk ke mana sertifikat booster 1?
Ummu Hani Putri,1,2022-09-03 16:36:29,"Akun tiba² keluar dr apk,trs pas masuk lagi gabisa nomor sama email salah padahal udh pernah terdaftar. Pas coba uninstall coba daftar ulang nik sama sama gak sesuai,lah gimana dah ini apk gak jelas bikin repot mau masuk kmn² jd ngulur waktu"
Rio Haryono,1,2022-09-03 12:38:00,"Ini aplikasi kenpa sih pada saat registrasi selalu aja nggak bisa padahal udah ngecilin huruf,menstujui perizinan aplikasi tetap aja nggak bisa emang aplikasi nggak ada gunanya"
Risza Subiantoro,1,2022-09-02 23:55:47,"Saya sudah lama menggunakan aplikasi peduli lindungi setelah lama tidak dipergunakan baru mulai dipakai kembali, aplikasi tidak bisa dipakai dan masuk ke dalam layanan. Saya perlu diperhatikan dan dibenahi sistem"
Mentari azalea putri,1,2022-09-02 23:09:47,"Saya mau nanya, kenapa apk pedulilindungi syaa tidak bisa di buka?? Padahal hari ini tuh saya mau pergi naik kereta, saya buka PlayStore tapi nggak ada yang harus di update, memori saya juga nggak kepenuhan tuh... Gimana sih tolong bantu jawab"
Hj hasnia,1,2022-09-02 14:33:38,Selalu jarang terbuka. Di update malah lemot. Tolong ditingkatkan krn ini aplikasi sering di gunakan selama pandemi hingga sekarng
Puspita Wahyu,1,2022-09-02 13:59:54,"Ini knp kok g bisa masuk ke aplnya, setiap pencet aplnya malah langsung keluar, trus bisanya dibuka di playstore, malah suruh buat akun lgi, kode verifikasi nya juga munculnya lama, dikasih waktu 2 mnt, tpi 2 mnt lebih kodenya baru masuk."
Freddy,1,2022-09-01 04:47:19,"Aplikasi hanya bisa dibuka saat pertama kali, setelah ditutup tidak bisa dibuka force close saat loading screen sudah coba hapus memori dan data namun tetap saja force close terus menerus. Solusinya bgmn ya?"
Dwi Anggara,1,2022-08-30 13:35:36,"Setelah diupdate malah ga bisa masuk ke apk nya, eror terus. Koneksi internet padahal lancar jaya. Busuk nih apk setelah diupdate. Aplikasi ngebug mulu sangat mengganggu."
Sukma Maulana Azhari,5,2022-08-25 05:53:07,"Mau heran,tapi sudah mendarah daging.asudahlah, daripada buang2 waktu dan tenaga.kalau ada bintang minus, pengen banget ngasih sepuasnya.Di tunggu ya updatenya( input data saya, yang saya submit) yang sampai sekarang stuck atau jalan di tempat."
Rianti Kim,2,2022-08-21 13:33:53,"Paman saya vaksin 2 kali tapi gak da yg masuk ke aplikasi miliknya. Begitu mau klaim, selalu kembali ke halaman utama setelah capek2 ngetik tgl lahir ke 1960! (Bayangin lamanya!), udah nyamoe captcha gagal. Padahal udah update. Mohon diperbaiki sistemnya. Beliau jdi gak bisa liat e-tiket vaksin ketiga"
Didi Suliyani,1,2022-08-20 02:05:52,"Aplikasi selalu not responding atau hanya blank putih saat mengakses sertifikat vaksin dan yang lainnya, sepertinya update terbaru belum compatible di vivo 1719. Mohon diperbaiki lagi, terima kasih."
Andra Setiawan,2,2022-08-19 10:34:45,"Kenapa sekarang susah banget setelah update,mau buka aplikasi tidak bisa 🤦hhhh,,, kalau pun bisa masuk mau lihat/buka sertifikat vaksin tidak bisa muncul,,, kenapa 🤷🤷🤷 padahal sinyal nya bagus Tolong di perbaiki doong,,, jangan di bikin susah🤦🤦🤦🤦"
ismail soleh,1,2022-08-19 03:06:46,"Stuck dihalaman depan, harus reatart aplikasi beberapa kali baru masuk ke halaman utama, menghambat mobilitas. Aplikasi penghambat kinerja, penghambat mobilitas, klo mau dijadikan standard yg tinggi, perbaiki bug bug yg kerap muncul"
8A_NOURA SARAH AZKIA,1,2022-08-13 10:02:13,"ini aplikasi lemot bgt sih. waktu itu pas mau masuk apk, langsung keluar sendiri, pdhl jaringan bagus (sampai saya restart berkali-kali tetep aja begitu). terus untuk pengisian data diri, terutama tanggal lahir, sering eror dan tidak tersimpan padahal saya sudah mengikuti panduan. serta untuk pengisian tahun lahir, tolong dibuat lebih simple supaya tangan saya ngga capek ngeklik ikon ""<"" buat nyari tahun lahir saya. saran saya, tanggal lahir diketik saja biar ngga ribet dan ngga sering error"
Anadhia Alifa Khansa,1,2022-08-07 22:47:32,"Data2 sy di aplikasi yg lama jadi hilang seharusnya sdh vaksin dan sdh ada sertifikat jadi hilang, dan riwayat singgah pun sdh tdk ada. ada org yg blum vaksin booster malah sdh ada setifikatnya..he..he...., gmn keakuratan datanya? Seperti bahan main2 saja, Tidak Peduli dan tidak Melindungi."
mimin purwati,1,2022-08-06 02:45:53,"Aplikasinya kalau buat download sertifikat vaksin terlalu rumit. Harus ngisi banyak biodata, apalagii pas ngisi menu tanggal lahir ituu tidak bisa diketik manual, haruss nyari satu satu, kalau tahun lahirnya tahun 80 an yang nyari kelamaan, ujung ujungnya pas nyampek tahun 2000 an aplikasinya not responding, ujung ujungnya nge close sendiri, dan harus mulai dari awal lagi. Perlu diperbaiki lagi sih buat menu2 nya. Sekiranya yg sedikit simple, biar orang yang udah tua2 juga gak kesusahan ngakses."
martini bin nayak,1,2022-08-04 16:11:32,"mau login dan sudah dikirim verifikasi kode 6 digit via email, ketika masuk aplikasi peduli lindungi dan dimasukkan kode nya malah muncul pesan di layar "" username is not allowed to be empty "" tolong di respon admin kenapa bisa terjadi kayak gini !!!!!"
Untung Raharja,1,2022-08-04 02:50:01,"Sangat buruk dan melelahkan, pada pilihan tgl lahir sangat sulit mengisinya, krn tidak bisa digeser ke bawah mnj tahun. Baiknya langsung isi manual spy cepat 🥶🥶"
Silvianus Micky,1,2022-07-30 05:01:19,"Yang paling anehnya kenapa semakin dipersulit. 1).tanggal disetel manual(harus di perbaiki). 2).kenapa harus ada klaim2 segala,apakah perly dan begitu penting 3).cara isi capcah selalu gabisa,karna tombol verify nya ilang 4).bagusan yang dulu(sebelum update)"
Gudbai bich,1,2022-07-29 23:21:26,"Sebenernya bagus ya, bisa tracking tempat, cek tingkat resiko covid di suatu daerah, cuma, menurut saya bakal lebih bagus kalo ditambahin fitur kirim keluhan/ sejenisnya, karena beberapa orang mendapati data di sertifikat vaksin salah, tapi kebingungan mencari cara membenarkan data tersebut."
yuwono wibowo,2,2022-07-29 08:53:46,"Membantu di segala bentuk perjalanan, sayangnya tiap kali login seringkali error/lambat respon/lag. Pengalaman yang sama bila sudah bisa login, pilihan masing-masing sub menu terasa berat di aplikasi ini.... walaupun tanda signal jaringan pada handphone berada pada posisi penuh."
Rugaya Hamid,5,2022-07-29 01:33:40,Awalny bikin sy bingung kok aplikasinya hilang tp setelah sy acak acak buka semua akhirnya ketemu...soalnya beda isi aplikasinya sprt dulu yg langsung kotaknya..mungkin pengaruh usiaku jg yg cpt bingung jika ada perubahan sedikit..marah deh...mohon maaf🙏
Yanti Junaedi,3,2022-07-29 01:12:26,"data NIK berubah jadi berbeda dengan NIK asli.. Sudah booster tapi belum ada sertifikatnya, sedangkan tetangga belum booster sudah ada sertifikat boosternya. tolong agar lebih ditingkatkan lagi updating data dan lebih akurat. terimakasih"
Denisa Onang K,1,2022-07-25 09:52:44,"Aplikasi parah banget setelah di perbarui,sertifikat vaksin jadi dosis satu semua,terus email dan nomer telpon ga ter daftar..gak jelas.. Costumer service nya juga ga bisa di hubungi.. Tolong di perbaiki dong,akses saya ke gedung gedung jadi terbatas karena warna kuning ."
Nisa Nisul,2,2022-07-22 23:45:40,"Aplikasinya makin kesini jadi aneh, suka eror sendiri, terutama di bagian scan..diriwayat akun ngga ada bukti hasil scan. Tolong dong ditingkatkan lagi🙏 apalagi aplikasi ini bagi saya penting bgt untuk urusan kerja"
Dejitaru Akira,2,2022-07-21 11:13:13,"Setelah di update paling parah ini aplikasi ga bisa di buka, force close, perbaiki lah cepat, gawat ini kalau ga bisa masuk gedung ga bisa kerja gue, sudah kirim via email keluhannya dan balasan yg di dapat minimal android 6.0 padahal hp versi android udah 8.0 🤦‍♀️🤷‍♂️"
Donny Goeltoem,1,2022-07-21 05:42:35,"Saya sudah di vaksin sebanyak dua kali, tetapi ketika chekin by aplikasi, saya tidak bisa masuk indikator kuning, ada apa demgan peduli lindungi? Dua kali vaksin terapi di aplikasi hanya terdeteksi sekali???!!! Ga jelas amat pedulilindungi, komplain juga respon lama. Buruk pelayanan"
Oliver Saka,1,2022-07-20 04:30:02,"Seharusnya bagi siswa yang sudah vaksin secara otomatis data nya sudah terinput, jadi ketika ingin klaim sertifikat tidak perlu lagi menulis tanggal dan jenis vaksin nya, karna sudah otomatis di input, untuk apa kita memiliki aplikasi peduli lindungi kalau semakin di persulit, lebih baik kartu vaksin manual."
